Estimator,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Depth 11,Depth 12
159,"('alpha.temperature', 0.8214540183544159)","('diff.temperature', 1.4009210467338562)","('b_simple.slr_brick', 7.6577253341674805)","('a_tee.slr_brick', 0.09512363374233246)","('beta0_gsic.slr_brick', 0.0008944845176301897)","('a_tee.slr_brick', 0.10654183104634285)","('b_simple.slr_brick', 7.429146766662598)","('alpha_simple.slr_brick', 0.0008547648612875491)","('slope_dais.slr_brick', 0.0006297900981735438)","('kappa_dais.slr_brick', 0.06603632494807243)",,,
160,"('diff.temperature', 0.9264146983623505)","('a_anto.slr_brick', 0.5472228527069092)","('S.temperature', 3.2476333379745483)","('alpha_dais.slr_brick', 0.1454647183418274)","('mu_dais.slr_brick', 7.900685787200928)","('h0_dais.slr_brick', 1546.5496826171875)","('beta0_gsic.slr_brick', 0.0008636423444841057)","('kappa_dais.slr_brick', 0.055805008858442307)","('rho.slr_gsic_obs', 0.11048540472984314)",,,,
161,"('a_simple.slr_brick', -0.9890608489513397)","('beta0_gsic.slr_brick', 0.001037659589201212)","('slope_dais.slr_brick', 0.0005989751953165978)","('h0_dais.slr_brick', 1572.216064453125)","('S.temperature', 3.9167048931121826)",,,,,,,,
162,"('P0_dais.slr_brick', 0.29456235468387604)","('offset.Tgav_obs', 0.02780529111623764)","('n_gsic.slr_brick', 0.9661433100700378)","('alpha.temperature', 0.8809488713741302)","('a_anto.slr_brick', 0.4364868104457855)","('offset.Tgav_obs', -0.054617829620838165)",,,,,,,
163,"('a_tee.slr_brick', 0.08924070373177528)","('diff.temperature', 1.6292991042137146)","('slope_dais.slr_brick', 0.0005655271816067398)","('S.temperature', 3.1940494775772095)","('alpha_simple.slr_brick', 0.0006681805825792253)","('c_dais.slr_brick', 51.98793411254883)","('beta0_gsic.slr_brick', 0.0012532694381661713)","('a_anto.slr_brick', 0.46508699655532837)","('alpha_simple.slr_brick', 0.0002249349345220253)","('n_gsic.slr_brick', 0.7152968049049377)",,,
164,"('a_anto.slr_brick', 0.2125835418701172)","('beta0_gsic.slr_brick', 0.0007852211419958621)","('a_tee.slr_brick', 0.08321670815348625)","('h0_dais.slr_brick', 1061.2435302734375)",,,,,,,,,
165,"('a_anto.slr_brick', 0.4864704757928848)","('P0_dais.slr_brick', 0.38815735280513763)","('beta0_gsic.slr_brick', 0.0010205716826021671)","('b_simple.slr_brick', 7.426040410995483)",,,,,,,,,
166,"('diff.temperature', 1.6292991042137146)","('rho.slr_gsic_obs', 0.9602906405925751)","('a_tee.slr_brick', 0.08330609276890755)","('nu_dais.slr_brick', 0.014370908960700035)","('c_dais.slr_brick', 60.930368423461914)",,,,,,,,
167,"('alpha.temperature', 0.9899458587169647)","('Tcrit_dais.slr_brick', -16.094252586364746)","('mu_dais.slr_brick', 13.449063777923584)","('slope_dais.slr_brick', 0.0005701663321815431)","('a_simple.slr_brick', -1.3679990768432617)","('lambda_dais.slr_brick', 0.007640271447598934)","('sigma.slr_gis_obs', 0.00017970879707718268)","('Gs0_gsic.slr_brick', -0.0035688186762854457)","('gamma_dais.slr_brick', 2.539215564727783)",,,,
168,"('n_gsic.slr_brick', 0.966447502374649)","('a_anto.slr_brick', 0.617567628622055)","('diff.temperature', 1.2496997117996216)","('alpha.temperature', 0.7965359389781952)","('a_simple.slr_brick', -1.4652737975120544)","('c_dais.slr_brick', 130.68373107910156)","('slope_dais.slr_brick', 0.0006028860807418823)",,,,,,
169,"('beta0_gsic.slr_brick', 0.0008626705675851554)","('alpha_dais.slr_brick', 0.12092095240950584)","('alpha.temperature', 0.959295243024826)","('a_simple.slr_brick', -0.8916693031787872)","('alpha_dais.slr_brick', 0.21883569657802582)","('a_tee.slr_brick', 0.1113337054848671)","('V0_simple.slr_brick', 7.174829483032227)","('S.temperature', 3.611922025680542)","('beta0_gsic.slr_brick', 0.0008019752276595682)","('diff.temperature', 3.7352248430252075)","('sigma.slr_gsic_obs', 0.00023552119091618806)",,
170,"('S.temperature', 2.911494255065918)","('a_tee.slr_brick', 0.10388048738241196)","('beta0_gsic.slr_brick', 0.0008570857462473214)","('sigma.slr_gis_obs', 0.00023462960962206125)","('b_simple.slr_brick', 7.64924430847168)","('c_dais.slr_brick', 135.93677520751953)","('alpha_dais.slr_brick', 0.9484246373176575)","('a_simple.slr_brick', -3.7803651094436646)","('slope_dais.slr_brick', 0.0007147243886720389)","('sigma.slr_gis_obs', 0.00022953929146751761)","('b_anto.slr_brick', 0.5993899703025818)","('alpha_dais.slr_brick', 0.39667199552059174)",
171,"('S.temperature', 3.247749447822571)","('alpha.temperature', 1.147422194480896)","('b_anto.slr_brick', 0.9286909997463226)","('beta0_gsic.slr_brick', 0.0009055662958417088)","('a_tee.slr_brick', 0.09923611581325531)","('kappa_dais.slr_brick', 0.07377039268612862)","('alpha_simple.slr_brick', 0.0007726044859737158)","('f0_dais.slr_brick', 0.9199019074440002)",,,,,
172,"('beta0_gsic.slr_brick', 0.0008540434355381876)","('b_simple.slr_brick', 7.467921018600464)","('rho.slr_gsic_obs', 0.516634613275528)","('sigma.Tgav_obs', 0.081601083278656)","('c_dais.slr_brick', 120.40750503540039)","('a_simple.slr_brick', -0.9936452805995941)","('slope_dais.slr_brick', 0.0006014552491251379)","('rho.Tgav_obs', 0.2896231710910797)","('c_dais.slr_brick', 112.82048797607422)","('f0_dais.slr_brick', 1.619805097579956)",,,
173,"('S.temperature', 2.6961570978164673)","('a_anto.slr_brick', 0.54234579205513)","('b_simple.slr_brick', 7.839946985244751)","('sigma.slr_gsic_obs', 0.00031220490927807987)","('P0_dais.slr_brick', 0.3043014258146286)",,,,,,,,
174,"('a_anto.slr_brick', 0.2858738452196121)","('a_tee.slr_brick', 0.09614597260951996)",,,,,,,,,,,
175,"('beta0_gsic.slr_brick', 0.0008818291244097054)","('a_anto.slr_brick', 0.27515916526317596)","('Gs0_gsic.slr_brick', -0.0031790408538654447)","('b_anto.slr_brick', 0.10554024204611778)","('n_gsic.slr_brick', 0.6920498907566071)","('S.temperature', 2.4055395126342773)","('beta_simple.slr_brick', 0.000427061939262785)",,,,,,
176,"('h0_dais.slr_brick', 1578.5258178710938)","('rho.Tgav_obs', 0.5853533744812012)","('b_simple.slr_brick', 8.00343370437622)","('alpha.temperature', 0.990727037191391)","('V0_gsic.slr_brick', 0.3056996911764145)","('slope_dais.slr_brick', 0.0005701120535377413)","('a_tee.slr_brick', 0.09441893547773361)",,,,,,
177,"('alpha_dais.slr_brick', 0.0653272196650505)","('diff.temperature', 0.9622689783573151)","('S.temperature', 3.195213794708252)","('slope_dais.slr_brick', 0.0005629423540085554)","('a_tee.slr_brick', 0.09506236389279366)","('b_simple.slr_brick', 7.808316946029663)","('rho.Tgav_obs', 0.5754672288894653)","('f0_dais.slr_brick', 1.5891173481941223)",,,,,
178,"('b_simple.slr_brick', 7.612086057662964)","('mu_dais.slr_brick', 11.324519634246826)","('diff.temperature', 1.3383185863494873)","('S.temperature', 4.211362600326538)","('P0_dais.slr_brick', 0.24617217481136322)","('a_anto.slr_brick', 0.16846014559268951)","('slope_dais.slr_brick', 0.0005467658629640937)",,,,,,
179,"('beta0_gsic.slr_brick', 0.0008540686685591936)","('alpha.temperature', 0.8128059506416321)","('Tcrit_dais.slr_brick', -16.1909122467041)","('h0_dais.slr_brick', 1024.39453125)","('f0_dais.slr_brick', 1.012470543384552)","('rho.Tgav_obs', 0.5511328876018524)",,,,,,,
180,"('b_simple.slr_brick', 7.567411184310913)","('b_anto.slr_brick', 1.7822733521461487)","('sigma.slr_gsic_obs', 5.87146460020449e-05)","('a_anto.slr_brick', 0.4368995726108551)","('rho.slr_gsic_obs', 0.9859712719917297)","('beta0_gsic.slr_brick', 0.0013822514447383583)","('P0_dais.slr_brick', 0.24281008541584015)","('S.temperature', 2.710429072380066)","('V0_simple.slr_brick', 7.198050498962402)","('sigma.slr_gsic_obs', 8.013181650312617e-05)","('P0_dais.slr_brick', 1.027730256319046)",,
181,"('a_anto.slr_brick', 0.7122079730033875)","('S.temperature', 3.2605597972869873)","('slope_dais.slr_brick', 0.0005692444974556565)","('c_dais.slr_brick', 48.44418716430664)","('beta0_gsic.slr_brick', 0.00072935112984851)","('slope_dais.slr_brick', 0.0007054093875922263)",,,,,,,
182,"('beta0_gsic.slr_brick', 0.0008747040701564401)","('S.temperature', 2.729220151901245)","('P0_dais.slr_brick', 0.2930997908115387)",,,,,,,,,,
183,"('diff.temperature', 1.6556492447853088)","('a_simple.slr_brick', -0.716081440448761)","('slope_dais.slr_brick', 0.0005660471506416798)","('beta0_gsic.slr_brick', 0.0009364271245431155)","('slope_dais.slr_brick', 0.0006414718518499285)","('a_tee.slr_brick', 0.08310677856206894)","('beta0_gsic.slr_brick', 0.0007850417750887573)","('offset.Tgav_obs', -0.05693309009075165)","('sigma.slr_gsic_obs', 0.0002783712698146701)","('a_simple.slr_brick', -1.5197226405143738)","('a_tee.slr_brick', 0.13773728162050247)",,
184,"('alpha.temperature', 0.9772096574306488)","('beta_simple.slr_brick', 9.511322787147947e-06)","('a_tee.slr_brick', 0.09312551468610764)","('sigma.slr_gsic_obs', 0.0002355010437895544)","('b_simple.slr_brick', 7.829257488250732)","('a_anto.slr_brick', 0.3676028996706009)","('V0_simple.slr_brick', 7.495382308959961)",,,,,,
185,"('rho.Tgav_obs', 0.5902066826820374)","('S.temperature', 3.19510018825531)","('rho.slr_gis_obs', 0.9637695252895355)","('sigma.slr_gsic_obs', 0.0002731487329583615)","('nu_dais.slr_brick', 0.013945436105132103)","('sigma.slr_gis_obs', 0.00020412078447407112)","('a_tee.slr_brick', 0.12114989012479782)","('diff.temperature', 3.738668918609619)","('beta0_gsic.slr_brick', 0.0008517564565408975)",,,,
186,"('a_tee.slr_brick', 0.08324756100773811)",,,,,,,,,,,,
187,"('diff.temperature', 1.185986578464508)","('slope_dais.slr_brick', 0.0005375208857003599)","('slope_dais.slr_brick', 0.0006326428556349128)","('a_simple.slr_brick', -1.1800094842910767)","('sigma.slr_gis_obs', 0.00019132062880089507)","('kappa_dais.slr_brick', 0.0741817094385624)",,,,,,,
188,"('P0_dais.slr_brick', 0.262795090675354)","('gamma_dais.slr_brick', 3.9004080295562744)","('beta0_gsic.slr_brick', 0.000865625828737393)","('slope_dais.slr_brick', 0.00062614242779091)","('diff.temperature', 1.3949509859085083)","('gamma_dais.slr_brick', 2.291131019592285)","('n_gsic.slr_brick', 0.9465405344963074)","('beta0_gsic.slr_brick', 0.0006593820289708674)",,,,,
189,"('beta0_gsic.slr_brick', 0.0012358794920146465)","('S.temperature', 3.247749447822571)","('S.temperature', 7.047076940536499)",,,,,,,,,,
190,"('b_simple.slr_brick', 7.645714044570923)","('a_tee.slr_brick', 0.1046961359679699)","('slope_dais.slr_brick', 0.0006150483386591077)","('diff.temperature', 1.6554596424102783)","('alpha.temperature', 0.8117659389972687)","('a_anto.slr_brick', 0.4231412559747696)","('f0_dais.slr_brick', 1.2219338417053223)","('rho.Tgav_obs', 0.3889506310224533)","('alpha.temperature', 0.9250594973564148)","('a_tee.slr_brick', 0.1228635273873806)",,,
191,"('S.temperature', 3.7649166584014893)",,,,,,,,,,,,
192,"('slope_dais.slr_brick', 0.000567974493606016)","('beta0_gsic.slr_brick', 0.0008542156429030001)","('alpha.temperature', 0.9906359910964966)","('mu_dais.slr_brick', 13.435613632202148)","('rho.slr_gsic_obs', 0.7945859432220459)","('a_tee.slr_brick', 0.10927511006593704)",,,,,,,
193,"('P0_dais.slr_brick', 0.31004495918750763)","('gamma_dais.slr_brick', 3.7254836559295654)","('diff.temperature', 1.4856559038162231)","('rho.slr_gis_obs', 0.9895360171794891)","('S.temperature', 4.011835098266602)","('offset.Tgav_obs', 0.006790699437260628)","('slope_dais.slr_brick', 0.0006285641575232148)","('h0_dais.slr_brick', 1307.9320678710938)","('kappa_dais.slr_brick', 0.0757358931005001)",,,,
194,"('rho.slr_gsic_obs', 0.956169605255127)","('S.temperature', 3.2478634119033813)","('rho.slr_gis_obs', 0.9488252103328705)","('beta0_gsic.slr_brick', 0.0006552426493726671)",,,,,,,,,
195,"('S.temperature', 2.882570266723633)","('alpha.temperature', 0.9860416352748871)","('a_anto.slr_brick', 0.4153135418891907)","('beta0_gsic.slr_brick', 0.0009326817526016384)","('sigma.Tgav_obs', 0.08249767497181892)","('sigma.slr_gis_obs', 0.00020465701527427882)","('c_dais.slr_brick', 125.44298934936523)","('alpha_simple.slr_brick', 0.00024350768944714218)","('a_tee.slr_brick', 0.11158951744437218)",,,,
196,"('diff.temperature', 1.8531442284584045)","('alpha.temperature', 0.9795762002468109)","('P0_dais.slr_brick', 0.3015033155679703)","('a_tee.slr_brick', 0.10206752642989159)","('lambda_dais.slr_brick', 0.004584582056850195)","('offset.Tgav_obs', -0.053537799045443535)","('h0_dais.slr_brick', 2049.8702392578125)","('Gs0_gsic.slr_brick', -0.0036051830975338817)","('sigma.slr_gsic_obs', 9.58082455326803e-05)","('sigma.Tgav_obs', 0.08722100406885147)",,,
197,"('diff.temperature', 1.6292991042137146)","('b_simple.slr_brick', 7.567720890045166)","('a_tee.slr_brick', 0.09843841940164566)","('h0_dais.slr_brick', 1774.9330444335938)","('alpha.temperature', 0.9169697463512421)",,,,,,,,
198,"('alpha.temperature', 0.8090107142925262)","('slope_dais.slr_brick', 0.0005658653390128165)","('a_simple.slr_brick', -0.9126983880996704)","('offset.Tgav_obs', -0.03536619804799557)","('b_simple.slr_brick', 7.750772953033447)",,,,,,,,
199,"('P0_dais.slr_brick', 1.1887212991714478)","('slope_dais.slr_brick', 0.0005692894046660513)","('a_anto.slr_brick', 0.49185091257095337)","('b_anto.slr_brick', 0.5296295285224915)","('S.temperature', 3.651833415031433)","('a_tee.slr_brick', 0.10583935305476189)","('a_tee.slr_brick', 0.08311371877789497)",,,,,,
200,"('P0_dais.slr_brick', 0.29404085874557495)","('diff.temperature', 2.2094160318374634)",,,,,,,,,,,
201,"('rho.slr_gsic_obs', 0.9560487866401672)","('b_simple.slr_brick', 7.466153383255005)","('alpha.temperature', 0.8649612367153168)","('alpha.temperature', 1.1526562571525574)","('a_anto.slr_brick', 0.21241801977157593)","('slope_dais.slr_brick', 0.0006442108133342117)","('f0_dais.slr_brick', 0.6630551517009735)","('alpha_simple.slr_brick', 0.00027446878084447235)","('rho.Tgav_obs', 0.38403578102588654)","('rho.Tgav_obs', 0.3888002336025238)","('b_anto.slr_brick', 0.9818679988384247)",,
202,"('diff.temperature', 1.338021159172058)","('slope_dais.slr_brick', 0.0005603780446108431)","('a_anto.slr_brick', 0.41821734607219696)","('a_tee.slr_brick', 0.09364140778779984)","('rho.slr_gsic_obs', 0.9823421835899353)","('b0_dais.slr_brick', 743.8889770507812)","('h0_dais.slr_brick', 2086.3572998046875)","('slope_dais.slr_brick', 0.0006947428919374943)","('sigma.slr_gis_obs', 0.00014930570614524186)","('beta0_gsic.slr_brick', 0.0008893685590010136)","('alpha_simple.slr_brick', 0.00019748960039578378)","('alpha_dais.slr_brick', 0.2801215350627899)",
203,"('S.temperature', 3.2021313905715942)","('rho.slr_gsic_obs', 0.9861682653427124)","('b_simple.slr_brick', 7.649897813796997)","('alpha_simple.slr_brick', 0.00025315665698144585)","('slope_dais.slr_brick', 0.0005993407394271344)","('nu_dais.slr_brick', 0.013233567588031292)","('offset.Tgav_obs', -0.002893007476814091)","('kappa_dais.slr_brick', 0.0565108023583889)",,,,,
204,"('diff.temperature', 1.8531442284584045)","('b_simple.slr_brick', 7.645714044570923)","('P0_dais.slr_brick', 0.22474605590105057)","('kappa_dais.slr_brick', 0.0705922544002533)","('nu_dais.slr_brick', 0.01063745329156518)","('alpha_simple.slr_brick', 0.0006875166145619005)","('b0_dais.slr_brick', 748.1966247558594)",,,,,,
205,"('b_simple.slr_brick', 7.571164846420288)","('slope_dais.slr_brick', 0.0005683599156327546)","('b_simple.slr_brick', 8.434494495391846)","('sigma.Tgav_obs', 0.09900645911693573)","('alpha.temperature', 0.9856683909893036)","('beta0_gsic.slr_brick', 0.0012472982052713633)","('alpha.temperature', 0.7290017306804657)","('a_tee.slr_brick', 0.12435531243681908)","('a_tee.slr_brick', 0.08752735704183578)","('rho.slr_gis_obs', 0.806043416261673)","('P0_dais.slr_brick', 1.0902248620986938)",,
206,"('alpha.temperature', 0.9844484627246857)","('P0_dais.slr_brick', 0.2934657633304596)","('a_tee.slr_brick', 0.09616613388061523)",,,,,,,,,,
207,"('a_tee.slr_brick', 0.09295710921287537)","('S.temperature', 3.2569011449813843)","('kappa_dais.slr_brick', 0.07382600754499435)","('slope_dais.slr_brick', 0.0005658591107930988)","('beta0_gsic.slr_brick', 0.0006990661786403507)",,,,,,,,
208,"('beta0_gsic.slr_brick', 0.0010415443684905767)","('a_tee.slr_brick', 0.08444395288825035)","('Tcrit_dais.slr_brick', -16.200132369995117)","('diff.temperature', 2.223231315612793)","('slope_dais.slr_brick', 0.0006151284324005246)","('beta0_gsic.slr_brick', 0.0007850973634049296)","('Gs0_gsic.slr_brick', 0.0020427971612662077)","('alpha_dais.slr_brick', 0.12148620933294296)",,,,,
209,"('S.temperature', 2.8646751642227173)","('slope_dais.slr_brick', 0.000568796182051301)","('gamma_dais.slr_brick', 1.5242739915847778)","('rho.slr_gsic_obs', 0.8258355259895325)","('mu_dais.slr_brick', 7.710423231124878)","('a_tee.slr_brick', 0.10747792944312096)",,,,,,,
210,"('a_tee.slr_brick', 0.0931452289223671)","('alpha.temperature', 0.9409900307655334)","('b_simple.slr_brick', 7.577099800109863)","('slope_dais.slr_brick', 0.0006294915219768882)","('alpha_simple.slr_brick', 0.0004161431861575693)","('f0_dais.slr_brick', 0.6424352526664734)","('kappa_dais.slr_brick', 0.07998129352927208)","('nu_dais.slr_brick', 0.006447063526138663)",,,,,
211,"('rho.slr_gis_obs', 0.9620935320854187)","('diff.temperature', 1.109017789363861)","('slope_dais.slr_brick', 0.0005996828258503228)","('sigma.slr_gsic_obs', 0.0003077257133554667)","('diff.temperature', 2.5246416330337524)","('alpha.temperature', 0.8243312537670135)","('rho.slr_gis_obs', 0.8231883943080902)","('a_tee.slr_brick', 0.12186471745371819)","('b_simple.slr_brick', 7.824405193328857)",,,,
212,"('mu_dais.slr_brick', 11.817014694213867)","('S.temperature', 3.303694486618042)","('kappa_dais.slr_brick', 0.07532012090086937)",,,,,,,,,,
213,"('diff.temperature', 1.6559501886367798)","('alpha.temperature', 0.9842026233673096)","('beta0_gsic.slr_brick', 0.0008058500243350863)","('a_tee.slr_brick', 0.10461173579096794)","('a_tee.slr_brick', 0.08459383621811867)","('diff.temperature', 2.368306040763855)","('P0_dais.slr_brick', 0.20547682791948318)","('S.temperature', 4.345685958862305)","('rho.Tgav_obs', 0.4625589996576309)",,,,
214,"('slope_dais.slr_brick', 0.0005603983881883323)","('diff.temperature', 1.8529990911483765)","('alpha.temperature', 0.9795431196689606)","('a_tee.slr_brick', 0.08310677856206894)","('P0_dais.slr_brick', 0.16628364473581314)","('a_simple.slr_brick', -1.2679113745689392)","('S.temperature', 4.1421215534210205)","('gamma_dais.slr_brick', 1.9585040807724)","('diff.temperature', 2.239607095718384)","('Gs0_gsic.slr_brick', 0.0039146170020103455)","('a_tee.slr_brick', 0.1194583997130394)","('alpha_simple.slr_brick', 0.00048633622645866126)","('lambda_dais.slr_brick', 0.012809081468731165)"
215,"('S.temperature', 2.8646751642227173)","('beta0_gsic.slr_brick', 0.0008000687230378389)",,,,,,,,,,,
216,"('diff.temperature', 1.6561397910118103)","('lambda_dais.slr_brick', 0.0060448970180004835)","('nu_dais.slr_brick', 0.00961000332608819)","('a_tee.slr_brick', 0.10310567915439606)","('b_simple.slr_brick', 7.7420878410339355)",,,,,,,,
217,"('slope_dais.slr_brick', 0.0005637294088955969)","('a_tee.slr_brick', 0.08444395288825035)","('V0_gsic.slr_brick', 0.3139045685529709)","('rho.slr_gsic_obs', 0.3567627817392349)",,,,,,,,,
218,"('sigma.slr_gsic_obs', 0.00030673846777062863)","('alpha.temperature', 0.984026700258255)","('c_dais.slr_brick', 138.22486114501953)","('b_simple.slr_brick', 8.19277048110962)","('a_tee.slr_brick', 0.0990520715713501)",,,,,,,,
219,"('slope_dais.slr_brick', 0.0005688611709047109)","('S.temperature', 2.730543613433838)","('alpha_simple.slr_brick', 0.0009243560780305415)","('rho.slr_gis_obs', 0.9571287631988525)","('alpha.temperature', 1.1424816846847534)",,,,,,,,
220,"('beta0_gsic.slr_brick', 0.0009366869635414332)","('diff.temperature', 2.5830239057540894)","('a_tee.slr_brick', 0.0991298258304596)",,,,,,,,,,
221,"('alpha_dais.slr_brick', 0.10446541383862495)","('lambda_dais.slr_brick', 0.005279389442875981)","('diff.temperature', 1.694415807723999)","('h0_dais.slr_brick', 1495.558349609375)","('S.temperature', 2.963950037956238)","('sigma.Tgav_obs', 0.0673954039812088)",,,,,,,
222,"('S.temperature', 3.195213794708252)","('rho.slr_gsic_obs', 0.9960745573043823)","('h0_dais.slr_brick', 1419.1083374023438)","('b0_dais.slr_brick', 740.2414245605469)","('alpha.temperature', 1.1219685673713684)","('b_anto.slr_brick', 0.47986991703510284)","('a_tee.slr_brick', 0.083726417273283)","('c_dais.slr_brick', 134.34947204589844)","('Tcrit_dais.slr_brick', -15.23660135269165)","('P0_dais.slr_brick', 1.10532945394516)","('b_anto.slr_brick', 1.225484848022461)","('nu_dais.slr_brick', 0.007917855167761445)",
223,"('b_simple.slr_brick', 7.569977760314941)",,,,,,,,,,,,
224,"('diff.temperature', 1.6296014785766602)","('a_tee.slr_brick', 0.10041927918791771)","('S.temperature', 4.079352140426636)","('h0_dais.slr_brick', 962.5263671875)",,,,,,,,,
225,"('slope_dais.slr_brick', 0.0005692203412763774)","('S.temperature', 3.201324224472046)","('alpha_dais.slr_brick', 0.08774310350418091)","('a_tee.slr_brick', 0.08677303791046143)","('a_tee.slr_brick', 0.13021932542324066)","('mu_dais.slr_brick', 10.924479007720947)",,,,,,,
226,"('beta0_gsic.slr_brick', 0.0009157464373856783)","('b_simple.slr_brick', 7.81377387046814)","('a_tee.slr_brick', 0.10466239228844643)","('beta0_gsic.slr_brick', 0.0006789936160203069)","('S.temperature', 3.2995623350143433)",,,,,,,,
227,"('diff.temperature', 1.8124701976776123)","('S.temperature', 2.7511649131774902)","('S.temperature', 3.8697274923324585)","('a_tee.slr_brick', 0.0984765775501728)","('a_simple.slr_brick', -0.6618501842021942)","('h0_dais.slr_brick', 956.5629577636719)","('mu_dais.slr_brick', 13.4926176071167)","('b0_dais.slr_brick', 817.67431640625)","('rho.Tgav_obs', 0.5544209182262421)",,,,
228,"('P0_dais.slr_brick', 0.29404085874557495)","('diff.temperature', 1.8069233298301697)","('sigma.Tgav_obs', 0.08354359120130539)","('alpha.temperature', 1.1420167684555054)","('alpha.temperature', 0.7580197751522064)","('rho.slr_gsic_obs', 0.9949352741241455)","('S.temperature', 4.536975145339966)","('rho.Tgav_obs', 0.3787999302148819)","('a_tee.slr_brick', 0.10313093662261963)",,,,
229,"('beta0_gsic.slr_brick', 0.0008886998111847788)","('a_anto.slr_brick', 0.31795887649059296)","('b_simple.slr_brick', 7.476715326309204)","('S.temperature', 3.6531589031219482)",,,,,,,,,
230,"('a_tee.slr_brick', 0.08677303791046143)","('S.temperature', 3.195213794708252)","('a_tee.slr_brick', 0.12889403849840164)","('alpha.temperature', 1.0065165758132935)","('a_anto.slr_brick', 0.11354650184512138)","('alpha_simple.slr_brick', 0.000415876173065044)","('b_anto.slr_brick', 0.6523008346557617)","('a_tee.slr_brick', 0.10238666087388992)","('S.temperature', 4.306748628616333)","('sigma.Tgav_obs', 0.07595768570899963)",,,
231,"('a_anto.slr_brick', 0.4472459703683853)","('S.temperature', 2.8722729682922363)","('S.temperature', 4.142780303955078)","('slope_dais.slr_brick', 0.0006321858381852508)","('sigma.Tgav_obs', 0.07674441486597061)","('Tcrit_dais.slr_brick', -16.32829761505127)","('Gs0_gsic.slr_brick', 0.0038752674590796232)","('S.temperature', 4.536975145339966)","('c_dais.slr_brick', 133.80511474609375)","('a_simple.slr_brick', -1.2897989749908447)","('alpha.temperature', 1.0518420338630676)","('rho.slr_gsic_obs', 0.977480947971344)","('offset.Tgav_obs', -0.0031341786962002516)"
232,"('alpha.temperature', 0.8459979295730591)","('alpha.temperature', 1.1526562571525574)","('h0_dais.slr_brick', 824.5600280761719)","('a_tee.slr_brick', 0.10379048436880112)","('beta_simple.slr_brick', 6.44901992927771e-05)",,,,,,,,
233,"('alpha.temperature', 0.8127172887325287)","('b_simple.slr_brick', 7.5676491260528564)","('slope_dais.slr_brick', 0.0005624876939691603)","('a_tee.slr_brick', 0.08324756100773811)","('V0_gsic.slr_brick', 0.40597547590732574)","('b_simple.slr_brick', 8.253730297088623)","('sigma.slr_gsic_obs', 0.00016462092025903985)","('a_anto.slr_brick', 0.15589997172355652)","('n_gsic.slr_brick', 0.8302345275878906)",,,,
234,"('a_anto.slr_brick', 0.6503229439258575)","('rho.slr_gis_obs', 0.9675301909446716)","('diff.temperature', 0.9597171545028687)","('a_tee.slr_brick', 0.10800858959555626)","('kappa_dais.slr_brick', 0.072746142745018)","('b_anto.slr_brick', 1.1475173830986023)","('f0_dais.slr_brick', 1.5588073134422302)",,,,,,
235,"('S.temperature', 2.7386826276779175)","('slope_dais.slr_brick', 0.0005689095996785909)","('beta0_gsic.slr_brick', 0.0008627286006230861)","('a_anto.slr_brick', 0.2782939225435257)","('a_simple.slr_brick', -3.7214304208755493)",,,,,,,,
236,"('slope_dais.slr_brick', 0.0006268236902542412)","('diff.temperature', 2.0023186206817627)","('a_tee.slr_brick', 0.08330609276890755)","('V0_simple.slr_brick', 7.178918361663818)",,,,,,,,,
237,"('alpha.temperature', 0.7967730164527893)","('beta0_gsic.slr_brick', 0.0010208358289673924)","('diff.temperature', 1.7701762318611145)","('Gs0_gsic.slr_brick', -0.0027472381480038166)","('a_anto.slr_brick', 0.49094653129577637)","('a_tee.slr_brick', 0.12395429983735085)",,,,,,,
238,"('S.temperature', 2.8733253479003906)","('a_anto.slr_brick', 0.6881665289402008)","('S.temperature', 4.088845729827881)","('P0_dais.slr_brick', 0.26137642562389374)","('a_tee.slr_brick', 0.1297895684838295)","('b_anto.slr_brick', 1.0811675190925598)","('a_anto.slr_brick', 0.5159887075424194)","('mu_dais.slr_brick', 13.379559993743896)","('n_gsic.slr_brick', 0.8492735326290131)","('Tcrit_dais.slr_brick', -15.757069110870361)",,,
239,"('a_tee.slr_brick', 0.08884160220623016)","('alpha.temperature', 0.984367161989212)","('slope_dais.slr_brick', 0.0005688750534318388)","('alpha_simple.slr_brick', 0.000630540685961023)","('b_simple.slr_brick', 8.309117794036865)","('diff.temperature', 1.5402564406394958)","('rho.slr_gsic_obs', 0.7703564763069153)",,,,,,
240,"('slope_dais.slr_brick', 0.0006263213872443885)","('diff.temperature', 2.2673561573028564)","('P0_dais.slr_brick', 1.0969289541244507)",,,,,,,,,,
241,"('diff.temperature', 1.822387933731079)","('Tcrit_dais.slr_brick', -16.19924259185791)","('a_simple.slr_brick', -0.8820203542709351)","('slope_dais.slr_brick', 0.0005628583894576877)","('alpha_simple.slr_brick', 0.00047879337216727436)","('a_tee.slr_brick', 0.0991298258304596)","('alpha.temperature', 0.9844864308834076)","('gamma_dais.slr_brick', 0.6873984336853027)","('diff.temperature', 2.2006102800369263)",,,,
